staging_record_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,record_created_date,preferred_contact_channel,first_name,surname,date_of_birth,email,telephone_number,address,postcode,transaction_date_time,guest_transaction,billing_address,billing_postcode,event_id,event_name,event_category,event_date,ticket_type,ticket_quantity,unit_price,transaction_total,card_brand,cardholder_name,card_last_4,purchaser_first_name,purchaser_surname,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,guest_session,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
STG073988,SUPPORT,SUP000686,DCL010540,PCL010449,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000686,,,,,Louis Sims,louis.sims@hotmail.com,+44 7395887391,,,,,,louissims,louis.sims@hotmail.com,07395887391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05 09:42:47,Louis Sims,louis.sims@hotmail.com,+44 7395887391,Email,Enquiry,Open,
STG073993,SUPPORT,SUP000691,DCL010541,PCL010450,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000691,,,,,Christophr Bell,,+44 7033261063,,,,,,christophrbell,,07033261063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05 17:40:35,Christophr Bell,,+44 7033261063,Phone,Complaint,Resolved,19:57
STG074021,SUPPORT,SUP000719,DCL010542,PCL010451,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000719,,,,,Sandra Pearson,sandra.parson@orange.fr,+44 7409853029,,,,,,sandrapearson,sandra.parson@orange.fr,07409853029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-08 17:44:38,Sandra Pearson,sandra.parson@orange.fr,+44 7409853029,Email,Enquiry,Resolved,03:56
STG074086,SUPPORT,SUP000784,DCL010547,PCL010455,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000784,,,,,Elaine Roberts,ealine.roberts@gmail.com,,,,,,,elaineroberts,ealine.roberts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-14 00:35:36,Elaine Roberts,ealine.roberts@gmail.com,,Email,Refund request,Resolved,13:16
STG074114,SUPPORT,SUP000812,DCL010548,PCL010456,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000812,,,,,Chloe Jackson,chloe.jacson@gmail.com,,,,,,,chloejackson,chloe.jacson@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-16 10:09:36,Chloe Jackson,chloe.jacson@gmail.com,,Email,Complaint,Resolved,05:23
STG074137,SUPPORT,SUP000835,DCL010549,PCL010457,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000835,,,,,Patricia Pearce,,+44 7854928374,,,,,,patriciapearce,,07854928374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-18 04:50:07,Patricia Pearce,,+44 7854928374,Phone,Refund request,Resolved,43:44
STG074138,SUPPORT,SUP000836,DCL010550,PCL010458,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000836,,,,,Graham Brown,graham.brwn@gmail.com,,,,,,,grahambrown,graham.brwn@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-18 06:13:49,Graham Brown,graham.brwn@gmail.com,,Email,Accessibility,Resolved,14:18
STG074146,SUPPORT,SUP000844,DCL010551,PCL010459,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000844,,,,,Megan Richardson,megan.rchardson@msn.com,,,,,,,meganrichardson,megan.rchardson@msn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-19 05:20:41,Megan Richardson,megan.rchardson@msn.com,,Email,Accessibility,Resolved,06:11
STG074174,SUPPORT,SUP000872,DCL010553,PCL010461,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000872,,,,,Zoe Alen,zoe.allen@yahoo.com,,,,,,,zoealen,zoe.allen@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22 06:38:02,Zoe Alen,zoe.allen@yahoo.com,,Email,Complaint,Resolved,30:07
STG074181,SUPPORT,SUP000879,DCL010554,PCL010462,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000879,,,,,Marc hite,marc.white@hotmail.com,,,,,,,marchite,marc.white@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22 15:06:55,Marc hite,marc.white@hotmail.com,,Email,Refund request,Resolved,15:24
STG074182,SUPPORT,SUP000880,DCL010555,PCL010463,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000880,,,,,Katerine Taylor,katherine.taylor@hotmail.com,,,,,,,katerinetaylor,katherine.taylor@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22 16:16:03,Katerine Taylor,katherine.taylor@hotmail.com,,Email,Refund request,Resolved,29:47
STG074184,SUPPORT,SUP000882,DCL010556,PCL010464,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000882,,,,,Harriet Parker,hrariet.parker@gmail.com,,,,,,,harrietparker,hrariet.parker@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22 18:45:52,Harriet Parker,hrariet.parker@gmail.com,,Email,Enquiry,Resolved,03:33
STG074223,SUPPORT,SUP000921,DCL010557,PCL010465,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000921,,,,,Ian Burton,,+44 7026433781,,,,,,ianburton,,07026433781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-26 12:26:33,Ian Burton,,+44 7026433781,Phone,Accessibility,Resolved,19:00
STG074260,SUPPORT,SUP000958,DCL010558,PCL010466,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000958,,,,,Jacqueline Cunningham,jacquleine.cunningham@yahoo.com,,,,,,,jacquelinecunningham,jacquleine.cunningham@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-30 04:42:58,Jacqueline Cunningham,jacquleine.cunningham@yahoo.com,,Email,Complaint,Resolved,14:34
STG074266,SUPPORT,SUP000964,DCL010559,PCL010467,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000964,,,,,Rita Miller,rita.millre@aol.com,,,,,,,ritamiller,rita.millre@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-30 09:24:30,Rita Miller,rita.millre@aol.com,,Email,Enquiry,Resolved,00:45
STG074267,SUPPORT,SUP000965,DCL010560,PCL010468,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000965,,,,,Barbara Patel,barbarap.atel@aol.com,,,,,,,barbarapatel,barbarap.atel@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-30 10:22:07,Barbara Patel,barbarap.atel@aol.com,,Email,Accessibility,Open,
STG074278,SUPPORT,SUP000976,DCL010561,PCL010469,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP000976,,,,,Rsemary Ali,rosemary.ali@hotmail.com,,,,,,,rsemaryali,rosemary.ali@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-31 08:29:14,Rsemary Ali,rosemary.ali@hotmail.com,,Email,Accessibility,Resolved,29:30
STG074304,SUPPORT,SUP001002,DCL010562,PCL010470,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001002,,,,,Joanne Chan,ojanne.chan@yahoo.com,,,,,,,joannechan,ojanne.chan@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 08:23:28,Joanne Chan,ojanne.chan@yahoo.com,,Email,Refund request,Resolved,22:25
STG074312,SUPPORT,SUP001010,DCL010563,PCL010471,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001010,,,,,Janice Boyle,janice.boyle@gmail.com,+44 7157901347,,,,,,janiceboyle,janice.boyle@gmail.com,07157901347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-03 02:08:49,Janice Boyle,janice.boyle@gmail.com,+44 7157901347,Email,Refund request,Resolved,16:30
STG074334,SUPPORT,SUP001032,DCL010564,PCL010472,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001032,,,,,eJremy Shaw,,+44 7094949553,,,,,,ejremyshaw,,07094949553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 14:59:46,eJremy Shaw,,+44 7094949553,Phone,Refund request,Resolved,17:02
STG074398,SUPPORT,SUP001096,DCL010565,PCL010473,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001096,,,,,Kim Robinson,km.robinson@hotmail.com,+44 7809946288,,,,,,kimrobinson,km.robinson@hotmail.com,07809946288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-11 00:54:24,Kim Robinson,km.robinson@hotmail.com,+44 7809946288,Email,Enquiry,Open,
STG074401,SUPPORT,SUP001099,DCL010566,PCL010474,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001099,,,,,Gillian Stewart,gillian.stweart@yahoo.com,,,,,,,gillianstewart,gillian.stweart@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-11 07:03:39,Gillian Stewart,gillian.stweart@yahoo.com,,Email,Accessibility,Resolved,08:31
STG074404,SUPPORT,SUP001102,DCL010567,PCL010475,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001102,,,,,Bethany Brown,bethany.rbown@aol.com,+44 7795857991,,,,,,bethanybrown,bethany.rbown@aol.com,07795857991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-11 17:15:49,Bethany Brown,bethany.rbown@aol.com,+44 7795857991,Email,Enquiry,Resolved,02:33
STG074409,SUPPORT,SUP001107,DCL010568,PCL010476,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001107,,,,,Christopher Watson,,+44 7580035441,,,,,,christopherwatson,,07580035441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-11 23:37:37,Christopher Watson,,+44 7580035441,Phone,Refund request,Resolved,10:04
STG074419,SUPPORT,SUP001117,DCL010569,PCL010477,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001117,,,,,Josh Hlomes,josh.holems@yahoo.com,,,,,,,joshhlomes,josh.holems@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-12 11:40:42,Josh Hlomes,josh.holems@yahoo.com,,Email,Accessibility,Resolved,23:52
STG074447,SUPPORT,SUP001145,DCL010571,PCL010479,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001145,,,,,Diane Thomson,,+44 7898546829,,,,,,dianethomson,,07898546829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 04:20:40,Diane Thomson,,+44 7898546829,Phone,Accessibility,Resolved,02:19
STG074451,SUPPORT,SUP001149,DCL010572,PCL010480,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001149,,,,,Brett Noaln,brett.nolan@gmail.com,,,,,,,brettnoaln,brett.nolan@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 18:12:25,Brett Noaln,brett.nolan@gmail.com,,Email,Refund request,Resolved,07:31
STG074478,SUPPORT,SUP001176,DCL010574,PCL010481,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001176,,,,,Elilott Bentley,,+44 7489404158,,,,,,elilottbentley,,07489404158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-19 14:39:16,Elilott Bentley,,+44 7489404158,Phone,Refund request,Resolved,01:32
STG074530,SUPPORT,SUP001228,DCL010575,PCL010482,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001228,,,,,Shane Heath,shaen.heath@hotmail.com,,,,,,,shaneheath,shaen.heath@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-23 19:15:49,Shane Heath,shaen.heath@hotmail.com,,Email,Refund request,Resolved,11:02
STG074562,SUPPORT,SUP001260,DCL010577,PCL010483,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001260,,,,,Abigail Jones,,+44 7572163302,,,,,,abigailjones,,07572163302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-26 13:42:16,Abigail Jones,,+44 7572163302,Phone,Enquiry,Open,
STG074611,SUPPORT,SUP001309,DCL010578,PCL010484,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001309,,,,,June Wilson,jne.wilson@yahoo.com,,,,,,,junewilson,jne.wilson@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 12:21:00,June Wilson,jne.wilson@yahoo.com,,Email,Refund request,Resolved,39:05
STG074612,SUPPORT,SUP001310,DCL010579,PCL010485,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001310,,,,,Julia Rahman,julia.rahma@gmail.com,,,,,,,juliarahman,julia.rahma@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 15:01:03,Julia Rahman,julia.rahma@gmail.com,,Email,Complaint,Resolved,10:02
STG074615,SUPPORT,SUP001313,DCL010580,PCL010486,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001313,,,,,Alexandra Curtis,alexandra.curtis@yahoo.com,+44 7303387858,,,,,,alexandracurtis,alexandra.curtis@yahoo.com,07303387858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-01 04:28:10,Alexandra Curtis,alexandra.curtis@yahoo.com,+44 7303387858,Email,Enquiry,Resolved,02:28
STG074643,SUPPORT,SUP001341,DCL010581,PCL010487,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001341,,,,,Carole Reeves,carole.reevse@gmail.com,,,,,,,carolereeves,carole.reevse@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-04 05:20:53,Carole Reeves,carole.reevse@gmail.com,,Email,Accessibility,Resolved,11:32
STG074644,SUPPORT,SUP001342,DCL010582,PCL010488,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001342,,,,,Amy Bakre,,+44 7473131231,,,,,,amybakre,,07473131231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-04 09:41:45,Amy Bakre,,+44 7473131231,Phone,Complaint,Resolved,29:34
STG074668,SUPPORT,SUP001366,DCL010583,PCL010489,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001366,,,,,Sian Ford,ian.ford@hotmail.co.uk,+44 7428580676,,,,,,sianford,ian.ford@hotmail.co.uk,07428580676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06 15:13:59,Sian Ford,ian.ford@hotmail.co.uk,+44 7428580676,Email,Complaint,Resolved,17:26
STG074718,SUPPORT,SUP001416,DCL010585,PCL010491,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001416,,,,,Clare Brooks,claer.brooks@aol.com,+44 7361662197,,,,,,clarebrooks,claer.brooks@aol.com,07361662197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-11 06:32:22,Clare Brooks,claer.brooks@aol.com,+44 7361662197,Phone,Accessibility,Resolved,34:40
STG074745,SUPPORT,SUP001443,DCL010586,PCL010492,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001443,,,,,Kim Adams,kim.adams@gmail.com,+44 7150789401,,,,,,kimadams,kim.adams@gmail.com,07150789401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 15:51:44,Kim Adams,kim.adams@gmail.com,+44 7150789401,Email,Refund request,Resolved,06:13
STG074749,SUPPORT,SUP001447,DCL010587,PCL010493,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001447,,,,,Sophie Mithell,sophie.mitchell@hotmail.com,,,,,,,sophiemithell,sophie.mitchell@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 23:22:07,Sophie Mithell,sophie.mitchell@hotmail.com,,Email,Accessibility,Resolved,10:51
STG074756,SUPPORT,SUP001454,DCL010588,PCL010494,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001454,,,,,Emma Brown,emma.bron@wanadoo.fr,,,,,,,emmabrown,emma.bron@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-14 11:27:19,Emma Brown,emma.bron@wanadoo.fr,,Email,Complaint,Resolved,07:00
STG074760,SUPPORT,SUP001458,DCL010589,PCL010495,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001458,,,,,Joanna Braber,joanna.barber@hotmail.com,,,,,,,joannabraber,joanna.barber@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-14 16:32:51,Joanna Braber,joanna.barber@hotmail.com,,Email,Complaint,Open,
STG074831,SUPPORT,SUP001529,DCL010590,PCL010496,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001529,,,,,nAna Davies,anna.davies@yahoo.com,+44 7167516830,,,,,,nanadavies,anna.davies@yahoo.com,07167516830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-21 06:33:18,nAna Davies,anna.davies@yahoo.com,+44 7167516830,Email,Complaint,Resolved,46:48
STG074857,SUPPORT,SUP001555,DCL010591,PCL010497,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001555,,,,,Ruth Baker,ruth.baer@yahoo.com,,,,,,,ruthbaker,ruth.baer@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-23 01:56:48,Ruth Baker,ruth.baer@yahoo.com,,Email,Refund request,Open,
STG074869,SUPPORT,SUP001567,DCL010592,PCL010498,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001567,,,,,Jemma Gibson,,+44 7749822454,,,,,,jemmagibson,,07749822454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-23 18:23:40,Jemma Gibson,,+44 7749822454,Phone,Enquiry,Resolved,03:04
STG074933,SUPPORT,SUP001631,DCL010593,PCL010499,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001631,,,,,Elliott Jones,ellott.jones@yahoo.com,+44 7540255074,,,,,,elliottjones,ellott.jones@yahoo.com,07540255074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-28 22:09:51,Elliott Jones,ellott.jones@yahoo.com,+44 7540255074,Email,Refund request,Open,
STG074959,SUPPORT,SUP001657,DCL010594,PCL010500,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001657,,,,,Marilyn Renyolds,,+44 7724196779,,,,,,marilynrenyolds,,07724196779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 06:10:45,Marilyn Renyolds,,+44 7724196779,Phone,Refund request,Resolved,14:52
STG074965,SUPPORT,SUP001663,DCL010595,PCL010501,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001663,,,,,Georgia Lees,goergia.lees@gmail.com,+44 7886593972,,,,,,georgialees,goergia.lees@gmail.com,07886593972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 16:22:27,Georgia Lees,goergia.lees@gmail.com,+44 7886593972,Phone,Accessibility,Resolved,15:45
STG074987,SUPPORT,SUP001685,DCL010596,PCL010502,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001685,,,,,Adam Mitchell,adam.mithcell@yahoo.fr,+44 7880921684,,,,,,adammitchell,adam.mithcell@yahoo.fr,07880921684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02 12:59:47,Adam Mitchell,adam.mithcell@yahoo.fr,+44 7880921684,Email,Complaint,Resolved,18:15
STG074996,SUPPORT,SUP001694,DCL010597,PCL010503,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001694,,,,,Tony Hall,tony.hall@yahoo.com,+44 7990008220,,,,,,tonyhall,tony.hall@yahoo.com,07990008220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-03 03:00:40,Tony Hall,tony.hall@yahoo.com,+44 7990008220,Email,Enquiry,Resolved,02:34
STG075048,SUPPORT,SUP001746,DCL010598,PCL010504,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001746,,,,,Chritsopher Steele,christopher.steele@yahoo.com,,,,,,,chritsophersteele,christopher.steele@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-06 18:14:53,Chritsopher Steele,christopher.steele@yahoo.com,,Email,Enquiry,Open,
STG075067,SUPPORT,SUP001765,DCL010599,PCL010505,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001765,,,,,Geoffre Jones,geoffrey.jones@hotmail.com,,,,,,,geoffrejones,geoffrey.jones@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-07 21:11:50,Geoffre Jones,geoffrey.jones@hotmail.com,,Email,Complaint,Resolved,05:56
STG075092,SUPPORT,SUP001790,DCL010600,PCL010506,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001790,,,,,Lawrence heeler,lawrence.wheeler@gmail.com,,,,,,,lawrenceheeler,lawrence.wheeler@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-09 19:13:25,Lawrence heeler,lawrence.wheeler@gmail.com,,Email,Refund request,Resolved,05:35
STG075116,SUPPORT,SUP001814,DCL010602,PCL010508,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001814,,,,,Cameron Robrts,,+44 7192524334,,,,,,cameronrobrts,,07192524334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-12 17:14:57,Cameron Robrts,,+44 7192524334,Phone,Enquiry,Open,
STG075126,SUPPORT,SUP001824,DCL010603,PCL010509,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001824,,,,,Lee Pooe,,+44 7759112291,,,,,,leepooe,,07759112291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13 09:16:16,Lee Pooe,,+44 7759112291,Phone,Enquiry,Resolved,03:23
STG075144,SUPPORT,SUP001842,DCL010604,PCL010510,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001842,,,,,Naomi Simpson,,+44 7131150543,,,,,,naomisimpson,,07131150543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-15 00:38:59,Naomi Simpson,,+44 7131150543,Phone,Refund request,Resolved,22:43
STG075173,SUPPORT,SUP001871,DCL010605,PCL010511,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001871,,,,,Debra Smith,debra.smih@yahoo.com,,,,,,,debrasmith,debra.smih@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-17 05:02:43,Debra Smith,debra.smih@yahoo.com,,Email,Refund request,Resolved,10:29
STG075193,SUPPORT,SUP001891,DCL010606,PCL010512,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001891,,,,,Kevin Watts,kevinw.atts@msn.com,,,,,,,kevinwatts,kevinw.atts@msn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-19 07:18:01,Kevin Watts,kevinw.atts@msn.com,,Email,Refund request,Resolved,20:30
STG075207,SUPPORT,SUP001905,DCL010607,PCL010513,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001905,,,,,Paige Jackson,paigejackson@gmail.com,+44 7299368116,,,,,,paigejackson,paigejackson@gmail.com,07299368116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-20 09:42:30,Paige Jackson,paigejackson@gmail.com,+44 7299368116,Email,Enquiry,Resolved,03:50
STG075233,SUPPORT,SUP001931,DCL010608,PCL010514,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001931,,,,,Patrici Evans,patricia.evans@yahoo.com,,,,,,,patricievans,patricia.evans@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-23 07:00:03,Patrici Evans,patricia.evans@yahoo.com,,Email,Refund request,Resolved,14:39
STG075293,SUPPORT,SUP001991,DCL010609,PCL010515,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001991,,,,,Rachael Gough,,+44 7653056068,,,,,,rachaelgough,,07653056068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-28 05:00:07,Rachael Gough,,+44 7653056068,Phone,Complaint,Resolved,20:30
STG075298,SUPPORT,SUP001996,DCL010610,PCL010516,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP001996,,,,,Charlotte Swift,charlotte.swift@gmail.com,+44 7194230739,,,,,,charlotteswift,charlotte.swift@gmail.com,07194230739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-28 11:40:19,Charlotte Swift,charlotte.swift@gmail.com,+44 7194230739,Email,Accessibility,Resolved,17:27
STG075338,SUPPORT,SUP002036,DCL010612,PCL010517,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP002036,,,,,Roger Parker,oger.parker@gmail.com,+44 7307668570,,,,,,rogerparker,oger.parker@gmail.com,07307668570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-01 12:13:19,Roger Parker,oger.parker@gmail.com,+44 7307668570,Email,Refund request,Resolved,27:12
STG075351,SUPPORT,SUP002049,DCL010613,PCL010518,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP002049,,,,,Linda Cunningham,lindacunningham@gmail.com,+44 7146033855,,,,,,lindacunningham,lindacunningham@gmail.com,07146033855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02 01:19:54,Linda Cunningham,lindacunningham@gmail.com,+44 7146033855,Email,Refund request,Resolved,04:56
STG075353,SUPPORT,SUP002051,DCL010614,PCL010519,unresolved_singleton,Unresolved,1,1,,,,,,,,SUP002051,,,,,Gregory Murphy,,+44 7316252748,,,,,,gregorymurphy,,07316252748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02 03:01:07,Gregory Murphy,,+44 7316252748,Phone,Enquiry,Resolved,05:02
