source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP003836,,,,,SUP003836,,,,,Ann Hughes,ann.hughes@yahoo.com,+44 7430522203,,,,,,annhughes,ann.hughes@yahoo.com,07430522203,,,,2025-11-04 22:40:45,Ann Hughes,ann.hughes@yahoo.com,+44 7430522203,Phone,Complaint,Resolved,61:20
SUPPORT,SUP003837,,,,,SUP003837,,,,,Charlene Gibbs,charlene.gibbs@yahoo.com,+44 7418843337,,,,,,charlenegibbs,charlene.gibbs@yahoo.com,07418843337,,,,2025-11-04 23:19:16,Charlene Gibbs,charlene.gibbs@yahoo.com,+44 7418843337,Email,Enquiry,Resolved,07:21
SUPPORT,SUP003838,,,,,SUP003838,,,,,Edward Carpenter,edward.carpenter@yahoo.com,+44 7200616465,,,,,,edwardcarpenter,edward.carpenter@yahoo.com,07200616465,,,,2025-11-04 23:29:10,Edward Carpenter,edward.carpenter@yahoo.com,+44 7200616465,Email,Refund request,Resolved,23:26
SUPPORT,SUP003839,,,,,SUP003839,,,,,Joanne Lloyd,joanne.lloyd@hotmail.com,+44 7635219357,,,,,,joannelloyd,joanne.lloyd@hotmail.com,07635219357,,,,2025-11-05 02:54:37,Joanne Lloyd,joanne.lloyd@hotmail.com,+44 7635219357,Email,Accessibility,Resolved,03:51
SUPPORT,SUP003840,,,,,SUP003840,,,,,Graeme Miles,graeme.miles@yahoo.com,+44 7946875266,,,,,,graememiles,graeme.miles@yahoo.com,07946875266,,,,2025-11-05 04:01:52,Graeme Miles,graeme.miles@yahoo.com,+44 7946875266,Phone,Refund request,Resolved,02:27
SUPPORT,SUP003841,,,,,SUP003841,,,,,Georgia Byrne,georgia.byrne@gmail.com,+44 7967346356,,,,,,georgiabyrne,georgia.byrne@gmail.com,07967346356,,,,2025-11-05 04:30:11,Georgia Byrne,georgia.byrne@gmail.com,+44 7967346356,Phone,Refund request,Resolved,01:45
SUPPORT,SUP003842,,,,,SUP003842,,,,,Wendy McCarthy,wendy.mccarthy@gmail.com,,,,,,,wendymccarthy,wendy.mccarthy@gmail.com,,,,,2025-11-05 07:13:51,Wendy McCarthy,wendy.mccarthy@gmail.com,,Email,Complaint,Resolved,27:28
SUPPORT,SUP003843,,,,,SUP003843,,,,,Joanne Chan,joanne.chan@yahoo.com,,,,,,,joannechan,joanne.chan@yahoo.com,,,,,2025-11-05 08:01:11,Joanne Chan,joanne.chan@yahoo.com,,Email,Enquiry,Resolved,02:46
SUPPORT,SUP003844,,,,,SUP003844,,,,,Martin Harvey,martin.harvey@gmail.com,+44 7971441918,,,,,,martinharvey,martin.harvey@gmail.com,07971441918,,,,2025-11-05 08:34:30,Martin Harvey,martin.harvey@gmail.com,+44 7971441918,Email,Refund request,Resolved,05:16
SUPPORT,SUP003845,,,,,SUP003845,,,,,Irene Wood,irene.wood@gmail.com,,,,,,,irenewood,irene.wood@gmail.com,,,,,2025-11-05 12:10:59,Irene Wood,irene.wood@gmail.com,,Email,Refund request,Resolved,05:26
SUPPORT,SUP003846,,,,,SUP003846,,,,,Karen Bailey,karen.bailey@yahoo.com,+44 7614247080,,,,,,karenbailey,karen.bailey@yahoo.com,07614247080,,,,2025-11-05 12:33:21,Karen Bailey,karen.bailey@yahoo.com,+44 7614247080,Email,Refund request,Resolved,12:31
SUPPORT,SUP003847,,,,,SUP003847,,,,,Stacey Rogers,stacey.rogers@yahoo.com,+44 7666917344,,,,,,staceyrogers,stacey.rogers@yahoo.com,07666917344,,,,2025-11-05 12:42:47,Stacey Rogers,stacey.rogers@yahoo.com,+44 7666917344,Email,Enquiry,Resolved,04:33
SUPPORT,SUP003848,,,,,SUP003848,,,,,Barry Quinn,barry.quinn@yahoo.com,+44 7443143161,,,,,,barryquinn,barry.quinn@yahoo.com,07443143161,,,,2025-11-05 13:50:52,Barry Quinn,barry.quinn@yahoo.com,+44 7443143161,Email,Refund request,Resolved,36:10
SUPPORT,SUP003849,,,,,SUP003849,,,,,Deborah White,deborah.white@hotmail.com,+44 7200867113,,,,,,deborahwhite,deborah.white@hotmail.com,07200867113,,,,2025-11-05 14:05:30,Deborah White,deborah.white@hotmail.com,+44 7200867113,Email,Complaint,Resolved,21:45
SUPPORT,SUP003850,,,,,SUP003850,,,,,Graeme Newton,graeme.newton@yahoo.com,+44 7736046644,,,,,,graemenewton,graeme.newton@yahoo.com,07736046644,,,,2025-11-05 14:25:32,Graeme Newton,graeme.newton@yahoo.com,+44 7736046644,Phone,Accessibility,Resolved,00:26
SUPPORT,SUP003851,,,,,SUP003851,,,,,Louise Reynolds,louise.reynolds@hotmail.com,+44 7929766499,,,,,,louisereynolds,louise.reynolds@hotmail.com,07929766499,,,,2025-11-05 14:47:11,Louise Reynolds,louise.reynolds@hotmail.com,+44 7929766499,Phone,Complaint,Open,
SUPPORT,SUP003852,,,,,SUP003852,,,,,Matthew Preston,matthew.preston@gmail.com,,,,,,,matthewpreston,matthew.preston@gmail.com,,,,,2025-11-05 17:00:37,Matthew Preston,matthew.preston@gmail.com,,Email,Enquiry,Resolved,01:13
SUPPORT,SUP003853,,,,,SUP003853,,,,,Beverley Turner,beverley.turner@hotmail.co.uk,+44 7731270609,,,,,,beverleyturner,beverley.turner@hotmail.co.uk,07731270609,,,,2025-11-05 17:55:46,Beverley Turner,beverley.turner@hotmail.co.uk,+44 7731270609,Email,Refund request,Resolved,29:59
SUPPORT,SUP003854,,,,,SUP003854,,,,,Marion Miles,marion.miles@aol.com,+44 7899712933,,,,,,marionmiles,marion.miles@aol.com,07899712933,,,,2025-11-05 18:49:31,Marion Miles,marion.miles@aol.com,+44 7899712933,Phone,Refund request,Resolved,14:30
SUPPORT,SUP003855,,,,,SUP003855,,,,,Annette Hawkins,annette.hawkins2@hotmail.com,+44 7642055717,,,,,,annettehawkins,annette.hawkins2@hotmail.com,07642055717,,,,2025-11-05 19:58:57,Annette Hawkins,annette.hawkins2@hotmail.com,+44 7642055717,Email,Refund request,Open,
SUPPORT,SUP003856,,,,,SUP003856,,,,,Max Turner,max.turner@hotmail.fr,+44 7954615769,,,,,,maxturner,max.turner@hotmail.fr,07954615769,,,,2025-11-05 20:58:37,Max Turner,max.turner@hotmail.fr,+44 7954615769,Email,Enquiry,Resolved,00:56
SUPPORT,SUP003857,,,,,SUP003857,,,,,Max Smith,max.smith@hotmail.com,+44 7922432364,,,,,,maxsmith,max.smith@hotmail.com,07922432364,,,,2025-11-05 21:17:30,Max Smith,max.smith@hotmail.com,+44 7922432364,Phone,Refund request,Resolved,07:42
SUPPORT,SUP003858,,,,,SUP003858,,,,,Pauline Hussain,pauline.hussain@yahoo.com,+44 7584752702,,,,,,paulinehussain,pauline.hussain@yahoo.com,07584752702,,,,2025-11-06 01:40:42,Pauline Hussain,pauline.hussain@yahoo.com,+44 7584752702,Email,Refund request,Resolved,46:35
SUPPORT,SUP003859,,,,,SUP003859,,,,,Gregory Harris,gregory.harris@hotmail.com,+44 7542057062,,,,,,gregoryharris,gregory.harris@hotmail.com,07542057062,,,,2025-11-06 02:08:29,Gregory Harris,gregory.harris@hotmail.com,+44 7542057062,Phone,Accessibility,Resolved,05:56
SUPPORT,SUP003860,,,,,SUP003860,,,,,Michael Stone,michael.stone@hotmail.com,+44 7293247910,,,,,,michaelstone,michael.stone@hotmail.com,07293247910,,,,2025-11-06 02:55:55,Michael Stone,michael.stone@hotmail.com,+44 7293247910,Email,Refund request,Resolved,22:24
SUPPORT,SUP003861,,,,,SUP003861,,,,,Rachel Brown,rachel.brown@gmail.com,,,,,,,rachelbrown,rachel.brown@gmail.com,,,,,2025-11-06 04:05:47,Rachel Brown,rachel.brown@gmail.com,,Email,Enquiry,Resolved,53:46
SUPPORT,SUP003862,,,,,SUP003862,,,,,Barry Miller,barry.miller@hotmail.com,+44 7592956630,,,,,,barrymiller,barry.miller@hotmail.com,07592956630,,,,2025-11-06 04:14:34,Barry Miller,barry.miller@hotmail.com,+44 7592956630,Email,Refund request,Resolved,24:08
SUPPORT,SUP003863,,,,,SUP003863,,,,,Carl Bull,carl.bull@gmail.com,+44 7461296467,,,,,,carlbull,carl.bull@gmail.com,07461296467,,,,2025-11-06 05:59:15,Carl Bull,carl.bull@gmail.com,+44 7461296467,Email,Refund request,Resolved,05:21
SUPPORT,SUP003864,,,,,SUP003864,,,,,Bernard Baxter,bernard.baxter@hotmail.com,,,,,,,bernardbaxter,bernard.baxter@hotmail.com,,,,,2025-11-06 08:52:25,Bernard Baxter,bernard.baxter@hotmail.com,,Email,Refund request,Resolved,04:53
SUPPORT,SUP003865,,,,,SUP003865,,,,,George Smith,george.smith@hotmail.com,+44 7778388741,,,,,,georgesmith,george.smith@hotmail.com,07778388741,,,,2025-11-06 10:42:22,George Smith,george.smith@hotmail.com,+44 7778388741,Email,Refund request,Resolved,11:24
SUPPORT,SUP003866,,,,,SUP003866,,,,,Howard Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,,,,,,howardsaunders,howard.saunders@hotmail.co.uk,07982093386,,,,2025-11-06 11:19:47,Howard Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,Email,Accessibility,Resolved,08:41
SUPPORT,SUP003867,,,,,SUP003867,,,,,Michelle Adams,michelle.adas@hotmail.com,,,,,,,michelleadams,michelle.adas@hotmail.com,,,,,2025-11-06 15:15:51,Michelle Adams,michelle.adas@hotmail.com,,Email,Complaint,Resolved,13:19
SUPPORT,SUP003868,,,,,SUP003868,,,,,Rhys Dunn,rhys.dunn@gmail.com,,,,,,,rhysdunn,rhys.dunn@gmail.com,,,,,2025-11-06 16:01:48,Rhys Dunn,rhys.dunn@gmail.com,,Email,Refund request,Resolved,24:36
SUPPORT,SUP003869,,,,,SUP003869,,,,,Jack Sinclair,jakc.sinclair@gmail.com,+44 7943557069,,,,,,jacksinclair,jakc.sinclair@gmail.com,07943557069,,,,2025-11-06 16:11:45,Jack Sinclair,jakc.sinclair@gmail.com,+44 7943557069,Email,Refund request,Open,
SUPPORT,SUP003870,,,,,SUP003870,,,,,Henry Watson,henry.watson@gmail.com,+44 7397922647,,,,,,henrywatson,henry.watson@gmail.com,07397922647,,,,2025-11-06 19:11:04,Henry Watson,henry.watson@gmail.com,+44 7397922647,Email,Refund request,Resolved,20:29
SUPPORT,SUP003871,,,,,SUP003871,,,,,Elaine Young,elaine.young@hotmail.com,+44 7180950989,,,,,,elaineyoung,elaine.young@hotmail.com,07180950989,,,,2025-11-06 20:46:10,Elaine Young,elaine.young@hotmail.com,+44 7180950989,Email,Refund request,Resolved,05:37
SUPPORT,SUP003872,,,,,SUP003872,,,,,Barry Begum,barry.begum@yahoo.com,+44 7009549253,,,,,,barrybegum,barry.begum@yahoo.com,07009549253,,,,2025-11-06 21:03:02,Barry Begum,barry.begum@yahoo.com,+44 7009549253,Email,Refund request,Resolved,07:08
SUPPORT,SUP003873,,,,,SUP003873,,,,,Timothy Wilson,,+44 7749297871,,,,,,timothywilson,,07749297871,,,,2025-11-06 22:26:04,Timothy Wilson,,+44 7749297871,Phone,Complaint,Resolved,21:01
SUPPORT,SUP003874,,,,,SUP003874,,,,,Jacqueline Hopkins,jacqueline.hopkins@hotmail.com,+44 7616577623,,,,,,jacquelinehopkins,jacqueline.hopkins@hotmail.com,07616577623,,,,2025-11-06 22:51:56,Jacqueline Hopkins,jacqueline.hopkins@hotmail.com,+44 7616577623,Email,Accessibility,Resolved,19:02
SUPPORT,SUP003875,,,,,SUP003875,,,,,Sheila Kelly,sheila.kelly@yahoo.com,+44 7830004825,,,,,,sheilakelly,sheila.kelly@yahoo.com,07830004825,,,,2025-11-06 23:13:51,Sheila Kelly,sheila.kelly@yahoo.com,+44 7830004825,Email,Enquiry,Resolved,05:27
SUPPORT,SUP003876,,,,,SUP003876,,,,,Teresa Coles,teresa.coles@gmail.com,+44 7984441903,,,,,,teresacoles,teresa.coles@gmail.com,07984441903,,,,2025-11-07 01:05:52,Teresa Coles,teresa.coles@gmail.com,+44 7984441903,Email,Complaint,Resolved,28:47
SUPPORT,SUP003877,,,,,SUP003877,,,,,Albert Shaw,,+44 7632374253,,,,,,albertshaw,,07632374253,,,,2025-11-07 03:37:05,Albert Shaw,,+44 7632374253,Phone,Refund request,Resolved,13:08
SUPPORT,SUP003878,,,,,SUP003878,,,,,Terry Patel,terry.patel@hotmail.com,+44 7745358665,,,,,,terrypatel,terry.patel@hotmail.com,07745358665,,,,2025-11-07 04:37:43,Terry Patel,terry.patel@hotmail.com,+44 7745358665,Email,Accessibility,Resolved,08:14
SUPPORT,SUP003879,,,,,SUP003879,,,,,Michelle Young,michelle.young@gmail.com,+44 7317323188,,,,,,michelleyoung,michelle.young@gmail.com,07317323188,,,,2025-11-07 05:37:58,Michelle Young,michelle.young@gmail.com,+44 7317323188,Email,Enquiry,Resolved,00:42
SUPPORT,SUP003880,,,,,SUP003880,,,,,Karl Page,karl.page@gmail.com,+44 7455511798,,,,,,karlpage,karl.page@gmail.com,07455511798,,,,2025-11-07 06:26:45,Karl Page,karl.page@gmail.com,+44 7455511798,Email,Complaint,Resolved,05:33
SUPPORT,SUP003881,,,,,SUP003881,,,,,Sheila Daniels,sheila.danels@yahoo.com,+44 7915120118,,,,,,sheiladaniels,sheila.danels@yahoo.com,07915120118,,,,2025-11-07 07:25:47,Sheila Daniels,sheila.danels@yahoo.com,+44 7915120118,Email,Enquiry,Resolved,05:39
SUPPORT,SUP003882,,,,,SUP003882,,,,,Maria Hughes,maria.hughes@hotmail.com,+44 7709077368,,,,,,mariahughes,maria.hughes@hotmail.com,07709077368,,,,2025-11-07 08:35:48,Maria Hughes,maria.hughes@hotmail.com,+44 7709077368,Email,Refund request,Resolved,12:13
SUPPORT,SUP003883,,,,,SUP003883,,,,,Helen Anderson,helen.anderson@hotmail.com,+44 7587404868,,,,,,helenanderson,helen.anderson@hotmail.com,07587404868,,,,2025-11-07 09:03:50,Helen Anderson,helen.anderson@hotmail.com,+44 7587404868,Phone,Accessibility,Resolved,13:31
SUPPORT,SUP003884,,,,,SUP003884,,,,,Alex Allen,alxe.allen@wanadoo.fr,+44 7072756385,,,,,,alexallen,alxe.allen@wanadoo.fr,07072756385,,,,2025-11-07 10:28:28,Alex Allen,alxe.allen@wanadoo.fr,+44 7072756385,Phone,Complaint,Open,
SUPPORT,SUP003885,,,,,SUP003885,,,,,Ellie O'Sullivan,ellie.osullivan@yahoo.com,,,,,,,ellieosullivan,ellie.osullivan@yahoo.com,,,,,2025-11-07 11:49:23,Ellie O'Sullivan,ellie.osullivan@yahoo.com,,Email,Refund request,Resolved,03:27
SUPPORT,SUP003886,,,,,SUP003886,,,,,Katy Harrison,kat.yharrison@yahoo.com,+44 7706778257,,,,,,katyharrison,kat.yharrison@yahoo.com,07706778257,,,,2025-11-07 12:56:00,Katy Harrison,kat.yharrison@yahoo.com,+44 7706778257,Email,Enquiry,Resolved,03:55
SUPPORT,SUP003887,,,,,SUP003887,,,,,Sara Burns,sara.burns@gmail.com,,,,,,,saraburns,sara.burns@gmail.com,,,,,2025-11-07 12:57:04,Sara Burns,sara.burns@gmail.com,,Email,Complaint,Resolved,16:58
SUPPORT,SUP003888,,,,,SUP003888,,,,,Timothy Davies,timothy.davies@hotmail.com,+44 7460799413,,,,,,timothydavies,timothy.davies@hotmail.com,07460799413,,,,2025-11-07 14:20:27,Timothy Davies,timothy.davies@hotmail.com,+44 7460799413,Email,Enquiry,Resolved,06:36
SUPPORT,SUP003889,,,,,SUP003889,,,,,Zoe Murray,zoe.murray@aol.com,+44 7895441905,,,,,,zoemurray,zoe.murray@aol.com,07895441905,,,,2025-11-07 15:05:45,Zoe Murray,zoe.murray@aol.com,+44 7895441905,Email,Refund request,Resolved,24:41
SUPPORT,SUP003890,,,,,SUP003890,,,,,Catherine Leonard,catherine.leonard@orange.fr,+44 7635389098,,,,,,catherineleonard,catherine.leonard@orange.fr,07635389098,,,,2025-11-07 15:21:47,Catherine Leonard,catherine.leonard@orange.fr,+44 7635389098,Email,Complaint,Resolved,03:53
SUPPORT,SUP003891,,,,,SUP003891,,,,,Harry Joyce,harry.joyce@yahoo.com,+44 7258572184,,,,,,harryjoyce,harry.joyce@yahoo.com,07258572184,,,,2025-11-07 15:51:17,Harry Joyce,harry.joyce@yahoo.com,+44 7258572184,Email,Enquiry,Resolved,10:23
SUPPORT,SUP003892,,,,,SUP003892,,,,,Stewart Davies,stewart.davies@hotmail.com,+44 7224406310,,,,,,stewartdavies,stewart.davies@hotmail.com,07224406310,,,,2025-11-07 16:49:12,Stewart Davies,stewart.davies@hotmail.com,+44 7224406310,Phone,Enquiry,Resolved,03:51
SUPPORT,SUP003893,,,,,SUP003893,,,,,Michelle Hanson,michelle.hanson@yahoo.com,+44 7356222911,,,,,,michellehanson,michelle.hanson@yahoo.com,07356222911,,,,2025-11-07 19:12:14,Michelle Hanson,michelle.hanson@yahoo.com,+44 7356222911,Email,Accessibility,Resolved,25:04
SUPPORT,SUP003894,,,,,SUP003894,,,,,Danny Ellis,danny.ellis@orange.fr,,,,,,,dannyellis,danny.ellis@orange.fr,,,,,2025-11-07 19:46:44,Danny Ellis,danny.ellis@orange.fr,,Email,Accessibility,Resolved,06:11
SUPPORT,SUP003895,,,,,SUP003895,,,,,Ruth Walker,ruth.walker@yahoo.com,+44 7124522225,,,,,,ruthwalker,ruth.walker@yahoo.com,07124522225,,,,2025-11-07 20:56:23,Ruth Walker,ruth.walker@yahoo.com,+44 7124522225,Phone,Refund request,Resolved,17:52
SUPPORT,SUP003896,,,,,SUP003896,,,,,Dale Dunn,dale.dunn@gmail.com,+44 7873834104,,,,,,daledunn,dale.dunn@gmail.com,07873834104,,,,2025-11-08 00:00:38,Dale Dunn,dale.dunn@gmail.com,+44 7873834104,Email,Enquiry,Resolved,04:33
SUPPORT,SUP003897,,,,,SUP003897,,,,,Jonathan Ward,jonathan.ward@aol.com,+44 7553302827,,,,,,jonathanward,jonathan.ward@aol.com,07553302827,,,,2025-11-08 01:42:30,Jonathan Ward,jonathan.ward@aol.com,+44 7553302827,Phone,Enquiry,Resolved,03:35
SUPPORT,SUP003898,,,,,SUP003898,,,,,Jemma Roberts,jemma.roberts@yahoo.com,+44 7929057253,,,,,,jemmaroberts,jemma.roberts@yahoo.com,07929057253,,,,2025-11-08 04:39:29,Jemma Roberts,jemma.roberts@yahoo.com,+44 7929057253,Email,Refund request,Resolved,18:43
SUPPORT,SUP003899,,,,,SUP003899,,,,,Tracey Andrews,tracey.andrews@gmail.com,+44 7720992086,,,,,,traceyandrews,tracey.andrews@gmail.com,07720992086,,,,2025-11-08 05:54:50,Tracey Andrews,tracey.andrews@gmail.com,+44 7720992086,Email,Enquiry,Resolved,01:55
SUPPORT,SUP003900,,,,,SUP003900,,,,,Cameron Roberts,cameron.roberts@gmail.com,+44 7192524334,,,,,,cameronroberts,cameron.roberts@gmail.com,07192524334,,,,2025-11-08 07:40:21,Cameron Roberts,cameron.roberts@gmail.com,+44 7192524334,Email,Enquiry,Resolved,04:11
SUPPORT,SUP003901,,,,,SUP003901,,,,,John Kaur,john.kaur@hotmail.com,,,,,,,johnkaur,john.kaur@hotmail.com,,,,,2025-11-08 10:59:21,John Kaur,john.kaur@hotmail.com,,Email,Refund request,Resolved,04:51
SUPPORT,SUP003902,,,,,SUP003902,,,,,Jason Wood,jason.wood@gmail.com,+44 7919445273,,,,,,jasonwood,jason.wood@gmail.com,07919445273,,,,2025-11-08 15:17:27,Jason Wood,jason.wood@gmail.com,+44 7919445273,Phone,Refund request,Resolved,36:45
SUPPORT,SUP003903,,,,,SUP003903,,,,,Joanna Jones,joanna.jones@yahoo.com,,,,,,,joannajones,joanna.jones@yahoo.com,,,,,2025-11-08 15:37:54,Joanna Jones,joanna.jones@yahoo.com,,Email,Enquiry,Resolved,07:23
SUPPORT,SUP003904,,,,,SUP003904,,,,,Susan Williams,,+44 7571764003,,,,,,susanwilliams,,07571764003,,,,2025-11-08 16:54:32,Susan Williams,,+44 7571764003,Phone,Refund request,Resolved,05:36
SUPPORT,SUP003905,,,,,SUP003905,,,,,Donna Moore,donna.moore@yahoo.fr,,,,,,,donnamoore,donna.moore@yahoo.fr,,,,,2025-11-08 17:36:09,Donna Moore,donna.moore@yahoo.fr,,Email,Refund request,Resolved,14:47
SUPPORT,SUP003906,,,,,SUP003906,,,,,Barry Turnbull,barry.turnbull@yahoo.com,+44 7318407775,,,,,,barryturnbull,barry.turnbull@yahoo.com,07318407775,,,,2025-11-08 20:15:02,Barry Turnbull,barry.turnbull@yahoo.com,+44 7318407775,Email,Refund request,Open,
SUPPORT,SUP003907,,,,,SUP003907,,,,,Louise Reynolds,louise.reynolds@hotmail.com,+44 7929766499,,,,,,louisereynolds,louise.reynolds@hotmail.com,07929766499,,,,2025-11-08 20:36:36,Louise Reynolds,louise.reynolds@hotmail.com,+44 7929766499,Email,Refund request,Resolved,12:06
SUPPORT,SUP003908,,,,,SUP003908,,,,,Derba Webb,debra.webb@hotmail.com,+44 7190239236,,,,,,derbawebb,debra.webb@hotmail.com,07190239236,,,,2025-11-08 23:22:34,Derba Webb,debra.webb@hotmail.com,+44 7190239236,Email,Refund request,Resolved,14:58
SUPPORT,SUP003909,,,,,SUP003909,,,,,Ian Jones,ian.jones@yahoo.com,,,,,,,ianjones,ian.jones@yahoo.com,,,,,2025-11-09 00:47:48,Ian Jones,ian.jones@yahoo.com,,Email,Refund request,Resolved,21:12
SUPPORT,SUP003910,,,,,SUP003910,,,,,Reece Turner,reece.turner@gmail.com,+44 7475022443,,,,,,reeceturner,reece.turner@gmail.com,07475022443,,,,2025-11-09 02:40:58,Reece Turner,reece.turner@gmail.com,+44 7475022443,Phone,Enquiry,Resolved,05:46
SUPPORT,SUP003911,,,,,SUP003911,,,,,Christopher Peacock,,+44 7725852812,,,,,,christopherpeacock,,07725852812,,,,2025-11-09 03:00:20,Christopher Peacock,,+44 7725852812,Phone,Accessibility,Resolved,09:01
SUPPORT,SUP003912,,,,,SUP003912,,,,,Rosemary Dunn,rosemary.dunn@gmail.com,+44 7978178496,,,,,,rosemarydunn,rosemary.dunn@gmail.com,07978178496,,,,2025-11-09 03:22:56,Rosemary Dunn,rosemary.dunn@gmail.com,+44 7978178496,Email,Refund request,Resolved,33:03
SUPPORT,SUP003913,,,,,SUP003913,,,,,Gordon Simpson,gordon.simpson@hotmail.com,,,,,,,gordonsimpson,gordon.simpson@hotmail.com,,,,,2025-11-09 04:55:03,Gordon Simpson,gordon.simpson@hotmail.com,,Email,Enquiry,Open,
SUPPORT,SUP003914,,,,,SUP003914,,,,,Alexander Potter,alexander.potter@aol.com,+44 7915417629,,,,,,alexanderpotter,alexander.potter@aol.com,07915417629,,,,2025-11-09 06:22:40,Alexander Potter,alexander.potter@aol.com,+44 7915417629,Phone,Enquiry,Resolved,12:44
SUPPORT,SUP003915,,,,,SUP003915,,,,,Susan Miller,susan.miler@gmail.com,+44 7065804368,,,,,,susanmiller,susan.miler@gmail.com,07065804368,,,,2025-11-09 06:33:56,Susan Miller,susan.miler@gmail.com,+44 7065804368,Email,Refund request,Open,
SUPPORT,SUP003916,,,,,SUP003916,,,,,Teresa Marsh,teresa.marsh@yahoo.com,+44 7425947520,,,,,,teresamarsh,teresa.marsh@yahoo.com,07425947520,,,,2025-11-09 07:35:25,Teresa Marsh,teresa.marsh@yahoo.com,+44 7425947520,Email,Enquiry,Resolved,05:50
SUPPORT,SUP003917,,,,,SUP003917,,,,,Simon Thomas,simon.thomas@yahoo.com,+44 7913028025,,,,,,simonthomas,simon.thomas@yahoo.com,07913028025,,,,2025-11-09 07:58:34,Simon Thomas,simon.thomas@yahoo.com,+44 7913028025,Phone,Refund request,Open,
SUPPORT,SUP003918,,,,,SUP003918,,,,,Holly Powell,holly.powell@yahoo.com,,,,,,,hollypowell,holly.powell@yahoo.com,,,,,2025-11-09 08:19:02,Holly Powell,holly.powell@yahoo.com,,Email,Enquiry,Open,
SUPPORT,SUP003919,,,,,SUP003919,,,,,Garry Perry,garry.perry@aol.com,,,,,,,garryperry,garry.perry@aol.com,,,,,2025-11-09 09:37:39,Garry Perry,garry.perry@aol.com,,Email,Complaint,Open,
SUPPORT,SUP003920,,,,,SUP003920,,,,,Carole Reeves,carole.reeves@gmail.com,+44 7791572788,,,,,,carolereeves,carole.reeves@gmail.com,07791572788,,,,2025-11-09 11:16:14,Carole Reeves,carole.reeves@gmail.com,+44 7791572788,Email,Refund request,Open,
SUPPORT,SUP003921,,,,,SUP003921,,,,,Grace Turner,grace.turner2@gmail.com,+44 7634766878,,,,,,graceturner,grace.turner2@gmail.com,07634766878,,,,2025-11-09 12:18:51,Grace Turner,grace.turner2@gmail.com,+44 7634766878,Phone,Refund request,Resolved,31:03
SUPPORT,SUP003922,,,,,SUP003922,,,,,Chloe Stewart,chloe.stewart@yahoo.com,,,,,,,chloestewart,chloe.stewart@yahoo.com,,,,,2025-11-09 14:01:14,Chloe Stewart,chloe.stewart@yahoo.com,,Email,Refund request,Resolved,20:21
SUPPORT,SUP003923,,,,,SUP003923,,,,,Brett Finch,brett.finch@aol.com,,,,,,,brettfinch,brett.finch@aol.com,,,,,2025-11-09 14:24:53,Brett Finch,brett.finch@aol.com,,Email,Refund request,Resolved,37:16
SUPPORT,SUP003924,,,,,SUP003924,,,,,Charles Thornton,charles.thorntn@yahoo.com,+44 7012569548,,,,,,charlesthornton,charles.thorntn@yahoo.com,07012569548,,,,2025-11-09 16:25:05,Charles Thornton,charles.thorntn@yahoo.com,+44 7012569548,Email,Refund request,Resolved,04:18
SUPPORT,SUP003925,,,,,SUP003925,,,,,Dorothy Ryan,dorothy.ryan@hotmail.com,+44 7991106724,,,,,,dorothyryan,dorothy.ryan@hotmail.com,07991106724,,,,2025-11-09 17:27:48,Dorothy Ryan,dorothy.ryan@hotmail.com,+44 7991106724,Email,Refund request,Resolved,44:23
SUPPORT,SUP003926,,,,,SUP003926,,,,,Joanna Davies,joanna.davies@yahoo.com,+44 7544469341,,,,,,joannadavies,joanna.davies@yahoo.com,07544469341,,,,2025-11-09 18:04:18,Joanna Davies,joanna.davies@yahoo.com,+44 7544469341,Phone,Complaint,Resolved,32:44
SUPPORT,SUP003927,,,,,SUP003927,,,,,Trevor Edwards,trevor.edwards@hotmail.com,,,,,,,trevoredwards,trevor.edwards@hotmail.com,,,,,2025-11-09 19:12:06,Trevor Edwards,trevor.edwards@hotmail.com,,Email,Accessibility,Resolved,28:20
SUPPORT,SUP003928,,,,,SUP003928,,,,,Jenna Knight,jenna.knight@yahoo.com,+44 7080351759,,,,,,jennaknight,jenna.knight@yahoo.com,07080351759,,,,2025-11-09 20:41:45,Jenna Knight,jenna.knight@yahoo.com,+44 7080351759,Email,Refund request,Resolved,09:03
SUPPORT,SUP003929,,,,,SUP003929,,,,,Rachel Davies,rachel.davies@gmail.com,+44 7814427909,,,,,,racheldavies,rachel.davies@gmail.com,07814427909,,,,2025-11-09 21:48:37,Rachel Davies,rachel.davies@gmail.com,+44 7814427909,Phone,Complaint,Resolved,19:41
SUPPORT,SUP003930,,,,,SUP003930,,,,,Cheryl Smith,cheryl.smith@yahoo.com,+44 7087934688,,,,,,cherylsmith,cheryl.smith@yahoo.com,07087934688,,,,2025-11-09 22:38:04,Cheryl Smith,cheryl.smith@yahoo.com,+44 7087934688,Phone,Refund request,Resolved,22:17
