source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,record_created_date,preferred_contact_channel,first_name,surname,date_of_birth,email,telephone_number,address,postcode
CRM,CRM005823,CRM005823,,,,,,,Francesca,Akhtar,Francesca Akhtar,francesca.akhtar@gmail.com,+447782834426,"Studio 12j, Reed Isle, London",SW13JL,1990-01-12,francesca,akhtar,francescaakhtar,francesca.akhtar@gmail.com,07782834426,studio 12j reed isle london,SW13JL,1990-01-12,2021-08-02,Email,Francesca,Akhtar,1990-01-12,francesca.akhtar@gmail.com,+447782834426,"Studio 12j, Reed Isle, London",SW13JL
CRM,CRM005824,CRM005824,,,,,USR003217,,Owen,Berry,Owen Berry,owen.berry@hotmail.com,+44 7583477531,,CV1 0DC,1944-10-21,owen,berry,owenberry,owen.berry@hotmail.com,07583477531,,CV10DC,1944-10-21,2019-02-24,Email,Owen,Berry,1944-10-21,owen.berry@hotmail.com,+44 7583477531,,CV1 0DC
CRM,CRM005825,CRM005825,,,,,USR003218,,Iain,Sharp,Iain Sharp,iain.sharp@yahoo.com,+44 7542894351,"0 Laura Springs, Chester",CH1 6EE,1968-06-29,iain,sharp,iainsharp,iain.sharp@yahoo.com,07542894351,0 laura springs chester,CH16EE,1968-06-29,2025-12-11,Email,Iain,Sharp,1968-06-29,iain.sharp@yahoo.com,+44 7542894351,"0 Laura Springs, Chester",CH1 6EE
CRM,CRM005826,CRM005826,,,,,USR003219,,M.,Wallace,M. Wallace,martin.wallace@gmail.com,+44 7508504976,"Studio 16, Elizabeth Ville, Luton",LU1 7AP,1973-06-28,m,wallace,mwallace,martin.wallace@gmail.com,07508504976,studio 16 elizabeth ville luton,LU17AP,1973-06-28,2021-01-25,Telephone,M.,Wallace,1973-06-28,martin.wallace@gmail.com,+44 7508504976,"Studio 16, Elizabeth Ville, Luton",LU1 7AP
CRM,CRM005827,CRM005827,,,,,USR003220,,Eric,Anderson,Eric Anderson,,+44 7621794150,"565 Lynn Forks, Blackburn",BB1 1PR,1969-05-17,eric,anderson,ericanderson,,07621794150,565 lynn forks blackburn,BB11PR,1969-05-17,2025-03-26,Telephone,Eric,Anderson,1969-05-17,,+44 7621794150,"565 Lynn Forks, Blackburn",BB1 1PR
CRM,CRM005828,CRM005828,,,,,,,Naomi,Cooper,Naomi Cooper,naomi.cooper@hotmail.com,+44 7164487892,"Studio 38r, Beverley Stravenue, Stoke-on-Trent",ST1 1JX,1944-06-05,naomi,cooper,naomicooper,naomi.cooper@hotmail.com,07164487892,studio 38r beverley stravenue stoke on trent,ST11JX,1944-06-05,2021-11-30,Email,Naomi,Cooper,1944-06-05,naomi.cooper@hotmail.com,+44 7164487892,"Studio 38r, Beverley Stravenue, Stoke-on-Trent",ST1 1JX
CRM,CRM005829,CRM005829,,,,,USR003221,,Maureen,Brown,Maureen Brown,maureen.brown@hotmail.com,+44 7294460668,"672 Lewis Landing, Lincoln",LN1 4FC,1960-12-04,maureen,brown,maureenbrown,maureen.brown@hotmail.com,07294460668,672 lewis landing lincoln,LN14FC,1960-12-04,2019-11-04,Telephone,Maureen,Brown,1960-12-04,maureen.brown@hotmail.com,+44 7294460668,"672 Lewis Landing, Lincoln",LN1 4FC
CRM,CRM005830,CRM005830,,,,,,,Mohamed,Harrison,Mohamed Harrison,mohamed.harrison@gmail.com,+44 7902942904,"93 Frederick Overpass, Southampton",SO14 0KE,1994-09-04,mohamed,harrison,mohamedharrison,mohamed.harrison@gmail.com,07902942904,93 frederick overpass southampton,SO140KE,1994-09-04,2022-05-17,Email,Mohamed,Harrison,1994-09-04,mohamed.harrison@gmail.com,+44 7902942904,"93 Frederick Overpass, Southampton",SO14 0KE
CRM,CRM005831,CRM005831,,,,,,,Tony,Marshall,Tony Marshall,tony.marshall@hotmail.com,+44 7728358253,"94 Paige Field, Derby",DE1 4SL,1980-09-02,tony,marshall,tonymarshall,tony.marshall@hotmail.com,07728358253,94 paige field derby,DE14SL,1980-09-02,2024-09-16,Telephone,Tony,Marshall,1980-09-02,tony.marshall@hotmail.com,+44 7728358253,"94 Paige Field, Derby",DE1 4SL
CRM,CRM005832,CRM005832,,,,,,,Terry,Smith,Terry Smith,terry.smith@yahoo.com,,"775 Burgess Pass, London",W1 8MS,1990-09-09,terry,smith,terrysmith,terry.smith@yahoo.com,,775 burgess pass london,W18MS,1990-09-09,2018-08-28,Email,Terry,Smith,1990-09-09,terry.smith@yahoo.com,,"775 Burgess Pass, London",W1 8MS
CRM,CRM005833,CRM005833,,,,,USR003222,,Howard,Saunders,Howard Saunders,howard.saunders@hotmail.co.uk,+44 7982093386,"Studio 61F, Shirley Expressway, Brighton",BN1 6JZ,1949-06-09,howard,saunders,howardsaunders,howard.saunders@hotmail.co.uk,07982093386,studio 61f shirley expressway brighton,BN16JZ,1949-06-09,2023-01-16,Email,Howard,Saunders,1949-06-09,howard.saunders@hotmail.co.uk,+44 7982093386,"Studio 61F, Shirley Expressway, Brighton",BN1 6JZ
CRM,CRM005834,CRM005834,,,,,,,Kenneth,Macdonald,Kenneth Macdonald,kenneth.macdonald@gmail.com,+44 7497193453,"058 Townsend Flat, Portsmouth",PO10ZO,1971-01-23,kenneth,macdonald,kennethmacdonald,kenneth.macdonald@gmail.com,07497193453,058 townsend flat portsmouth,PO10ZO,1971-01-23,2019-02-01,Telephone,Kenneth,Macdonald,1971-01-23,kenneth.macdonald@gmail.com,+44 7497193453,"058 Townsend Flat, Portsmouth",PO10ZO
CRM,CRM005835,CRM005835,,,,,USR003223,,K.,Barry,K. Barry,kim.barry@yahoo.com,,"85 Todd Haven, Plymouth",PL1 9ZV,1995-06-01,k,barry,kbarry,kim.barry@yahoo.com,,85 todd haven plymouth,PL19ZV,1995-06-01,2022-02-01,Mail,K.,Barry,1995-06-01,kim.barry@yahoo.com,,"85 Todd Haven, Plymouth",PL1 9ZV
CRM,CRM005836,CRM005836,,,,,,,Marion,Ryan,Marion Ryan,marion.ryan@hotmail.com,+44 7644913473,"16 Norman Vista, Durham",DH1 4WJ,1969-02-09,marion,ryan,marionryan,marion.ryan@hotmail.com,07644913473,16 norman vista durham,DH14WJ,1969-02-09,2024-12-22,Mail,Marion,Ryan,1969-02-09,marion.ryan@hotmail.com,+44 7644913473,"16 Norman Vista, Durham",DH1 4WJ
CRM,CRM005837,CRM005837,,,,,USR003224,,Kerry,Woods,Kerry Woods,kerry.woods@hotmail.fr,+44 7328566350,"421 Wilkinson Mall, Darlington",DL1 4GI,1969-07-28,kerry,woods,kerrywoods,kerry.woods@hotmail.fr,07328566350,421 wilkinson mall darlington,DL14GI,1969-07-28,2025-05-01,Email,Kerry,Woods,1969-07-28,kerry.woods@hotmail.fr,+44 7328566350,"421 Wilkinson Mall, Darlington",DL1 4GI
CRM,CRM005838,CRM005838,,,,,USR003225,,Anne,Ward,Anne Ward,anne.ward@gmail.com,,"278 Harriet Field, Guildford",GU1 3ZJ,1986-04-18,anne,ward,anneward,anne.ward@gmail.com,,278 harriet field guildford,GU13ZJ,1986-04-18,2025-11-01,Email,Anne,Ward,1986-04-18,anne.ward@gmail.com,,"278 Harriet Field, Guildford",GU1 3ZJ
CRM,CRM005839,CRM005839,,,,,USR003226,,Liam,Richards,Liam Richards,liam.richards@hotmail.com,+447432611199,"025 Valerie Tunnel, Preston",PR1 0IY,1973-05-13,liam,richards,liamrichards,liam.richards@hotmail.com,07432611199,025 valerie tunnel preston,PR10IY,1973-05-13,2023-04-03,Email,Liam,Richards,1973-05-13,liam.richards@hotmail.com,+447432611199,"025 Valerie Tunnel, Preston",PR1 0IY
CRM,CRM005840,CRM005840,,,,,,,Megan,Lee,Megan Lee,megan.lee@gmail.com,+44 7268 322797,"5 Heath Grove, Southampton",SO14 9HE,1995-05-25,megan,lee,meganlee,megan.lee@gmail.com,07268322797,5 heath grove southampton,SO149HE,1995-05-25,2025-12-19,Telephone,Megan,Lee,1995-05-25,megan.lee@gmail.com,+44 7268 322797,"5 Heath Grove, Southampton",SO14 9HE
CRM,CRM005841,CRM005841,,,,,,,Martyn,Smith,Martyn Smith,martyn.smith@gmail.com,+44 7477912149,"Flat 32, Marian Shoal, Oxford",OX1 8DO,1948-05-08,martyn,smith,martynsmith,martyn.smith@gmail.com,07477912149,flat 32 marian shoal oxford,OX18DO,1948-05-08,2023-10-30,Telephone,Martyn,Smith,1948-05-08,martyn.smith@gmail.com,+44 7477912149,"Flat 32, Marian Shoal, Oxford",OX1 8DO
CRM,CRM005842,CRM005842,,,,,USR003227,,Helen,Ford,Helen Ford,helen.ford@hotmail.com,+447411197060,"Flat 27, Smith Shoals, Perth",PH12CZ,2001-12-05,helen,ford,helenford,helen.ford@hotmail.com,07411197060,flat 27 smith shoals perth,PH12CZ,2001-12-05,2023-09-05,Telephone,Helen,Ford,2001-12-05,helen.ford@hotmail.com,+447411197060,"Flat 27, Smith Shoals, Perth",PH12CZ
CRM,CRM005843,CRM005843,,,,,USR003228,,Frederick,Hughes,Frederick Hughes,frederick.hughes@gmail.com,+44 7132761985,"Studio 29, Francesca Corners, Southampton",SO14 3PO,2001-05-30,frederick,hughes,frederickhughes,frederick.hughes@gmail.com,07132761985,studio 29 francesca corners southampton,SO143PO,2001-05-30,2025-05-16,Telephone,Frederick,Hughes,2001-05-30,frederick.hughes@gmail.com,+44 7132761985,"Studio 29, Francesca Corners, Southampton",SO14 3PO
CRM,CRM005844,CRM005844,,,,,,,Alan,Richards,Alan Richards,alan.richards@yahoo.com,+44 7237658363,"431 Stewart Trace, Chesterfield",S40 2OT,1968-04-03,alan,richards,alanrichards,alan.richards@yahoo.com,07237658363,431 stewart trace chesterfield,S402OT,1968-04-03,2023-09-12,Email,Alan,Richards,1968-04-03,alan.richards@yahoo.com,+44 7237658363,"431 Stewart Trace, Chesterfield",S40 2OT
CRM,CRM005845,CRM005845,,,,,USR003229,,Natalie,Hussain,Natalie Hussain,natalie.hussain@yahoo.com,+44 7024417175,"Flat 4, Gallagher Greens, Southampton",SO14 0RV,1971-09-06,natalie,hussain,nataliehussain,natalie.hussain@yahoo.com,07024417175,flat 4 gallagher greens southampton,SO140RV,1971-09-06,2019-05-18,Email,Natalie,Hussain,1971-09-06,natalie.hussain@yahoo.com,+44 7024417175,"Flat 4, Gallagher Greens, Southampton",SO14 0RV
CRM,CRM005846,CRM005846,,,,,USR003230,,Josh,Harris,Josh Harris,josh.harris@aol.com,+44 7180248724,"Studio 1, Rose Mountains, Plymouth",PL1 6SX,1965-08-29,josh,harris,joshharris,josh.harris@aol.com,07180248724,studio 1 rose mountains plymouth,PL16SX,1965-08-29,2020-11-11,Mail,Josh,Harris,1965-08-29,josh.harris@aol.com,+44 7180248724,"Studio 1, Rose Mountains, Plymouth",PL1 6SX
CRM,CRM005847,CRM005847,,,,,USR003231,,Gillian,Wilkinson,Gillian Wilkinson,gillian.wilkinson@hotmail.co.uk,+44 7569754192,"6 Boyle Spur, Durham",DH1 0AR,1943-01-14,gillian,wilkinson,gillianwilkinson,gillian.wilkinson@hotmail.co.uk,07569754192,6 boyle spur durham,DH10AR,1943-01-14,2020-11-19,Telephone,Gillian,Wilkinson,1943-01-14,gillian.wilkinson@hotmail.co.uk,+44 7569754192,"6 Boyle Spur, Durham",DH1 0AR
CRM,CRM005848,CRM005848,,,,,USR003232,,Jemma,Parkinson,Jemma Parkinson,jemma.parkinson@aol.com,+44 7936292263,"Flat 5, Carole Cove, Birmingham",B1 2EY,1952-09-29,jemma,parkinson,jemmaparkinson,jemma.parkinson@aol.com,07936292263,flat 5 carole cove birmingham,B12EY,1952-09-29,2023-05-29,Mail,Jemma,Parkinson,1952-09-29,jemma.parkinson@aol.com,+44 7936292263,"Flat 5, Carole Cove, Birmingham",B1 2EY
CRM,CRM005849,CRM005849,,,,,,,Lucy,Berry,Lucy Berry,LUCY.BERRY@HOTMAIL.FR,+44 7030094394,"Studio 39t, Paula Corner, Bradford",BD1 3KI,1944-06-05,lucy,berry,lucyberry,lucy.berry@hotmail.fr,07030094394,studio 39t paula corner bradford,BD13KI,1944-06-05,2021-07-22,Telephone,Lucy,Berry,1944-06-05,LUCY.BERRY@HOTMAIL.FR,+44 7030094394,"Studio 39t, Paula Corner, Bradford",BD1 3KI
CRM,CRM005850,CRM005850,,,,,USR003233,,Keith,Barrett,Keith Barrett,keith.barrett@hotmail.com,07822512347,"3 Nigel Spring, Blackburn",BB1 3IG,1966-06-04,keith,barrett,keithbarrett,keith.barrett@hotmail.com,07822512347,3 nigel spring blackburn,BB13IG,1966-06-04,2018-03-17,Telephone,Keith,Barrett,1966-06-04,keith.barrett@hotmail.com,07822512347,"3 Nigel Spring, Blackburn",BB1 3IG
CRM,CRM005851,CRM005851,,,,,,,Kieran,Howard,Kieran Howard,kieran.howard@gmail.com,07588834718,"2 Yates Track, Plymouth",PL1 4NQ,2005-10-22,kieran,howard,kieranhoward,kieran.howard@gmail.com,07588834718,2 yates track plymouth,PL14NQ,2005-10-22,2025-07-16,Telephone,Kieran,Howard,2005-10-22,kieran.howard@gmail.com,07588834718,"2 Yates Track, Plymouth",PL1 4NQ
CRM,CRM005852,CRM005852,,,,,,,Gavin,Brown,Gavin Brown,gavin.brown@hotmail.com,,"Flat 04f, Liam Circle, Portsmouth",PO1 2DC,1941-06-13,gavin,brown,gavinbrown,gavin.brown@hotmail.com,,flat 04f liam circle portsmouth,PO12DC,1941-06-13,2022-11-08,Mail,Gavin,Brown,1941-06-13,gavin.brown@hotmail.com,,"Flat 04f, Liam Circle, Portsmouth",PO1 2DC
CRM,CRM005853,CRM005853,,,,,,,Hollie,rGay,Hollie rGay,hollie.gray@hotmail.com,,"Flat 61, Maurice Grove, Newry",BT34 9XP,1987-12-10,hollie,rgay,holliergay,hollie.gray@hotmail.com,,flat 61 maurice grove newry,BT349XP,1987-12-10,2025-12-18,Email,Hollie,rGay,1987-12-10,hollie.gray@hotmail.com,,"Flat 61, Maurice Grove, Newry",BT34 9XP
CRM,CRM005854,CRM005854,,,,,USR003234,,Toby,Quinn,Toby Quinn,toby.quinn@gmail.com,+44 7131355931,"Flat 13, Phillip Knolls, London",W1 6IE,1972-12-31,toby,quinn,tobyquinn,toby.quinn@gmail.com,07131355931,flat 13 phillip knolls london,W16IE,1972-12-31,2025-04-29,Email,Toby,Quinn,1972-12-31,toby.quinn@gmail.com,+44 7131355931,"Flat 13, Phillip Knolls, London",W1 6IE
CRM,CRM005855,CRM005855,,,,,,,Carol,Lee,Carol Lee,carol.lee@yahoo.com,+44 7880734420,"26 Middleton Isle, Blackburn",BB1 0KE,1974-03-31,carol,lee,carollee,carol.lee@yahoo.com,07880734420,26 middleton isle blackburn,BB10KE,1974-03-31,2020-11-30,Email,Carol,Lee,1974-03-31,carol.lee@yahoo.com,+44 7880734420,"26 Middleton Isle, Blackburn",BB1 0KE
CRM,CRM005856,CRM005856,,,,,,,Caroline,Campbell,Caroline Campbell,caroline.campbell@hotmail.com,+44 7909142513,"35 Danny Keys, Guildford",GU1 4VQ,1988-03-10,caroline,campbell,carolinecampbell,caroline.campbell@hotmail.com,07909142513,35 danny keys guildford,GU14VQ,1988-03-10,2023-01-04,Email,Caroline,Campbell,1988-03-10,caroline.campbell@hotmail.com,+44 7909142513,"35 Danny Keys, Guildford",GU1 4VQ
CRM,CRM005857,CRM005857,,,,,,,Chloe,Miles,Chloe Miles,chloe.miles@yahoo.com,+44 7291962189,"85 Elliott Plains, London",SE1 5BE,1966-03-31,chloe,miles,chloemiles,chloe.miles@yahoo.com,07291962189,85 elliott plains london,SE15BE,1966-03-31,2023-06-16,Telephone,Chloe,Miles,1966-03-31,chloe.miles@yahoo.com,+44 7291962189,"85 Elliott Plains, London",SE1 5BE
CRM,CRM005858,CRM005858,,,,,USR003235,,Keith,Edwards,Keith Edwards,,0044 7359215600,"0 Joanna Overpass, Reading",RG1 9EM,1987-11-07,keith,edwards,keithedwards,,07359215600,0 joanna overpass reading,RG19EM,1987-11-07,2019-08-16,Telephone,Keith,Edwards,1987-11-07,,0044 7359215600,"0 Joanna Overpass, Reading",RG1 9EM
CRM,CRM005859,CRM005859,,,,,USR003236,,Joe,Field,Joe Field,JOE.FIELD@GMAIL.COM,07209057658,"4 Jackson Haven, London",NW1 7HZ,2007-09-04,joe,field,joefield,joe.field@gmail.com,07209057658,4 jackson haven london,NW17HZ,2007-09-04,2025-12-24,Email,Joe,Field,2007-09-04,JOE.FIELD@GMAIL.COM,07209057658,"4 Jackson Haven, London",NW1 7HZ
CRM,CRM005860,CRM005860,,,,,,,Antony,Stephenson,Antony Stephenson,antony.stephenson@yahoo.com,+44 7844656169,"Flat 6, Williams Station, Plymouth",PL1 3YS,1958-05-03,antony,stephenson,antonystephenson,antony.stephenson@yahoo.com,07844656169,flat 6 williams station plymouth,PL13YS,1958-05-03,2022-12-03,Email,Antony,Stephenson,1958-05-03,antony.stephenson@yahoo.com,+44 7844656169,"Flat 6, Williams Station, Plymouth",PL1 3YS
CRM,CRM005861,CRM005861,,,,,,,Ian,Williams,Ian Williams,ian.williams@yahoo.com,+44 7619942266,"415 Scott Haven, Newport",NP20 4JA,1999-01-18,ian,williams,ianwilliams,ian.williams@yahoo.com,07619942266,415 scott haven newport,NP204JA,1999-01-18,2025-09-13,Email,Ian,Williams,1999-01-18,ian.williams@yahoo.com,+44 7619942266,"415 Scott Haven, Newport",NP20 4JA
CRM,CRM005862,CRM005862,,,,,,,Guy,Jones,Guy Jones,guy.jones@hotmail.com,+44 7396431398,"Studio 36, Grace Crest, Carlisle",CA15CC,1948-08-07,guy,jones,guyjones,guy.jones@hotmail.com,07396431398,studio 36 grace crest carlisle,CA15CC,1948-08-07,2019-12-13,Mail,Guy,Jones,1948-08-07,guy.jones@hotmail.com,+44 7396431398,"Studio 36, Grace Crest, Carlisle",CA15CC
CRM,CRM005863,CRM005863,,,,,USR003237,,Ashleigh,Andrews,Ashleigh Andrews,ashleigh.andrews@hotmail.com,+44 7122015099,"906 Jennings Mall, Leeds",LS1 6OR,1954-01-12,ashleigh,andrews,ashleighandrews,ashleigh.andrews@hotmail.com,07122015099,906 jennings mall leeds,LS16OR,1954-01-12,2018-10-30,Telephone,Ashleigh,Andrews,1954-01-12,ashleigh.andrews@hotmail.com,+44 7122015099,"906 Jennings Mall, Leeds",LS1 6OR
CRM,CRM005864,CRM005864,,,,,,,Gary,Scott,Gary Scott,gary.scott@gmail.com,+44 7319852480,"0 Mohamed Key, Chesterfield",,1995-05-04,gary,scott,garyscott,gary.scott@gmail.com,07319852480,0 mohamed key chesterfield,,1995-05-04,2022-06-09,Email,Gary,Scott,1995-05-04,gary.scott@gmail.com,+44 7319852480,"0 Mohamed Key, Chesterfield",
CRM,CRM005865,CRM005865,,,,,USR003238,,Brenda,Lee,Brenda Lee,brenda.lee@gmail.com,07604410035,"76 Wright Plains, Exeter",EX1 7HD,1972-11-18,brenda,lee,brendalee,brenda.lee@gmail.com,07604410035,76 wright plains exeter,EX17HD,1972-11-18,2025-09-21,Email,Brenda,Lee,1972-11-18,brenda.lee@gmail.com,07604410035,"76 Wright Plains, Exeter",EX1 7HD
CRM,CRM005866,CRM005866,,,,,,,Paul,Lowe,Paul Lowe,paul.lowe@hotmail.com,07789 862 044,"68 Connor Keys, Cardiff",CF10 2ZU,1988-06-01,paul,lowe,paullowe,paul.lowe@hotmail.com,07789862044,68 connor keys cardiff,CF102ZU,1988-06-01,2020-05-01,Email,Paul,Lowe,1988-06-01,paul.lowe@hotmail.com,07789 862 044,"68 Connor Keys, Cardiff",CF10 2ZU
CRM,CRM005867,CRM005867,,,,,,,Emily,Booth,Emily Booth,emily.booth@yahoo.com,+44 7983716396,"635 Karl Springs, Plymouth",PL1 8KA,1991-12-19,emily,booth,emilybooth,emily.booth@yahoo.com,07983716396,635 karl springs plymouth,PL18KA,1991-12-19,2018-06-12,Email,Emily,Booth,1991-12-19,emily.booth@yahoo.com,+44 7983716396,"635 Karl Springs, Plymouth",PL1 8KA
CRM,CRM005868,CRM005868,,,,,,,Margaret,Moore,Margaret Moore,margaret.moore@yahoo.com,+44 7371565309,"Studio 3, Smart Flats, Shrewsbury",SY1 9CK,1951-03-28,margaret,moore,margaretmoore,margaret.moore@yahoo.com,07371565309,studio 3 smart flats shrewsbury,SY19CK,1951-03-28,2018-06-27,Telephone,Margaret,Moore,1951-03-28,margaret.moore@yahoo.com,+44 7371565309,"Studio 3, Smart Flats, Shrewsbury",SY1 9CK
CRM,CRM005869,CRM005869,,,,,,,Kimberley,Jennings,Kimberley Jennings,kimberley.jennings@yahoo.com,+44 7851226066,"Studio 3, Dunn Extensions, Aberystwyth",SY23 7RP,1957-01-27,kimberley,jennings,kimberleyjennings,kimberley.jennings@yahoo.com,07851226066,studio 3 dunn extensions aberystwyth,SY237RP,1957-01-27,2025-08-13,Email,Kimberley,Jennings,1957-01-27,kimberley.jennings@yahoo.com,+44 7851226066,"Studio 3, Dunn Extensions, Aberystwyth",SY23 7RP
CRM,CRM005870,CRM005870,,,,,,,Wendy,McCarthy,Wendy McCarthy,wendy.mccarthy@gmail.com,+447975894592,"Studio 8, Morgan Brook, Portsmouth",PO1 3CV,2003-03-11,wendy,mccarthy,wendymccarthy,wendy.mccarthy@gmail.com,07975894592,studio 8 morgan brook portsmouth,PO13CV,2003-03-11,2023-08-11,Email,Wendy,McCarthy,2003-03-11,wendy.mccarthy@gmail.com,+447975894592,"Studio 8, Morgan Brook, Portsmouth",PO1 3CV
CRM,CRM005871,CRM005871,,,,,USR003239,,Glenn,Daly,Glenn Daly,glenn.daly@yahoo.com,+44 7551003166,"33 Jacqueline Track, Manchester",M1 0GF,1975-05-26,glenn,daly,glenndaly,glenn.daly@yahoo.com,07551003166,33 jacqueline track manchester,M10GF,1975-05-26,2025-08-07,Email,Glenn,Daly,1975-05-26,glenn.daly@yahoo.com,+44 7551003166,"33 Jacqueline Track, Manchester",M1 0GF
CRM,CRM005872,CRM005872,,,,,,,June,Dawson,June Dawson,june.dawson@gmail.com,+44 7390484989,"9 Nicola Shoals, Ipswich",IP1 4WP,1960-08-20,june,dawson,junedawson,june.dawson@gmail.com,07390484989,9 nicola shoals ipswich,IP14WP,1960-08-20,2021-05-31,Telephone,June,Dawson,1960-08-20,june.dawson@gmail.com,+44 7390484989,"9 Nicola Shoals, Ipswich",IP1 4WP
CRM,CRM005873,CRM005873,,,,,,,Alison,Robinson,Alison Robinson,alison.robinson@msn.com,+44 7335385080,"18 Hargreaves Mount, London",E17MJ,1954-01-08,alison,robinson,alisonrobinson,alison.robinson@msn.com,07335385080,18 hargreaves mount london,E17MJ,1954-01-08,2020-07-22,Telephone,Alison,Robinson,1954-01-08,alison.robinson@msn.com,+44 7335385080,"18 Hargreaves Mount, London",E17MJ
CRM,CRM005874,CRM005874,,,,,USR003240,,Rachel,Brady,Rachel Brady,RACHEL.BRADY@YAHOO.COM,+44 7335143525,"065 Terry Shoal, Southampton",SO14 1GN,2001-01-15,rachel,brady,rachelbrady,rachel.brady@yahoo.com,07335143525,065 terry shoal southampton,SO141GN,2001-01-15,2025-12-10,Mail,Rachel,Brady,2001-01-15,RACHEL.BRADY@YAHOO.COM,+44 7335143525,"065 Terry Shoal, Southampton",SO14 1GN
CRM,CRM005875,CRM005875,,,,,,,Kieran,Bull,Kieran Bull,kieran.bull@yahoo.com,+44 7696153041,,LU15LD,1969-01-21,kieran,bull,kieranbull,kieran.bull@yahoo.com,07696153041,,LU15LD,1969-01-21,2020-01-18,Email,Kieran,Bull,1969-01-21,kieran.bull@yahoo.com,+44 7696153041,,LU15LD
CRM,CRM005876,CRM005876,,,,,USR003241,,Declan,Green,Declan Green,declan.green@hotmail.com,,"Flat 0, Brown Village, Cambridge",CB1 5TR,1980-10-04,declan,green,declangreen,declan.green@hotmail.com,,flat 0 brown village cambridge,CB15TR,1980-10-04,2021-11-14,Email,Declan,Green,1980-10-04,declan.green@hotmail.com,,"Flat 0, Brown Village, Cambridge",CB1 5TR
CRM,CRM005877,CRM005877,,,,,USR003242,,Eileen,Wood,Eileen Wood,eileen.wood@hotmail.com,+44 7866842930,"97 Harris Fort, Ipswich",IP1 1ZN,1975-12-21,eileen,wood,eileenwood,eileen.wood@hotmail.com,07866842930,97 harris fort ipswich,IP11ZN,1975-12-21,2023-11-12,Telephone,Eileen,Wood,1975-12-21,eileen.wood@hotmail.com,+44 7866842930,"97 Harris Fort, Ipswich",IP1 1ZN
CRM,CRM005878,CRM005878,,,,,,,Anne,Williams,Anne Williams,anne.williams@hotmail.com,+44 7572024218,"199 Douglas Isle, Plymouth",PL1 1OR,1972-04-07,anne,williams,annewilliams,anne.williams@hotmail.com,07572024218,199 douglas isle plymouth,PL11OR,1972-04-07,2019-10-06,Telephone,Anne,Williams,1972-04-07,anne.williams@hotmail.com,+44 7572024218,"199 Douglas Isle, Plymouth",PL1 1OR
CRM,CRM005879,CRM005879,,,,,USR003243,,Ryan,Reid,Ryan Reid,ryan.reid@hotmail.com,+44 7227885662,"102 Gould Mill, London",W1 5BX,1973-10-02,ryan,reid,ryanreid,ryan.reid@hotmail.com,07227885662,102 gould mill london,W15BX,1973-10-02,2024-07-03,Mail,Ryan,Reid,1973-10-02,ryan.reid@hotmail.com,+44 7227885662,"102 Gould Mill, London",W1 5BX
CRM,CRM005880,CRM005880,,,,,,,Wendy,Marshall,Wendy Marshall,wendy.marshall@yahoo.com,+44 7686949579,"Studio 60, Richardson Corners, Derby",DE16DW,1978-06-03,wendy,marshall,wendymarshall,wendy.marshall@yahoo.com,07686949579,studio 60 richardson corners derby,DE16DW,1978-06-03,2019-04-30,Telephone,Wendy,Marshall,1978-06-03,wendy.marshall@yahoo.com,+44 7686949579,"Studio 60, Richardson Corners, Derby",DE16DW
CRM,CRM005881,CRM005881,,,,,USR003244,,Jean,Hope,Jean Hope,jean.hope@hotmail.com,+44 7889113530,"Studio 70, Shirley Meadows, Peterborough",PE1 1QA,1953-12-25,jean,hope,jeanhope,jean.hope@hotmail.com,07889113530,studio 70 shirley meadows peterborough,PE11QA,1953-12-25,2018-10-19,Telephone,Jean,Hope,1953-12-25,jean.hope@hotmail.com,+44 7889113530,"Studio 70, Shirley Meadows, Peterborough",PE1 1QA
CRM,CRM005882,CRM005882,,,,,USR003245,,Colin,Andrews,Colin Andrews,colin.andrews@yahoo.com,+44 7963249208,"Studio 3, Lynne Isle, Bournemouth",BH12UO,1982-09-07,colin,andrews,colinandrews,colin.andrews@yahoo.com,07963249208,studio 3 lynne isle bournemouth,BH12UO,1982-09-07,2024-04-05,Email,Colin,Andrews,1982-09-07,colin.andrews@yahoo.com,+44 7963249208,"Studio 3, Lynne Isle, Bournemouth",BH12UO
CRM,CRM005883,CRM005883,,,,,,,Malcolm,Brown,Malcolm Brown,malcolm.brown@hotmail.com,+44 7781283467,"9 Gill Burg, Bangor",LL57 9EA,1972-09-27,malcolm,brown,malcolmbrown,malcolm.brown@hotmail.com,07781283467,9 gill burg bangor,LL579EA,1972-09-27,2025-12-17,Telephone,Malcolm,Brown,1972-09-27,malcolm.brown@hotmail.com,+44 7781283467,"9 Gill Burg, Bangor",LL57 9EA
